clip_name,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flatness_mean,spectral_contrast_mean,rms_energy_mean,rms_energy_max,rms_energy_variance,rms_energy_percentile,onset_frames_mean,onset_times_mean,attack_time_mean,modulation_depth_mean,spectral_rolloff_mean,harmonic_mean,delay_presence,spectral_flux_mean,harmonic_distortion_ratio_mean,zero_crossing_rate_mean,stereo_width,mfcc2_mean,chroma_mean,vibrato_depth,reverb_tail_length_mean,dynamic_range,peak_to_rms_ratio_mean
nothing_else_matters_guitar.mp3_3,1107.4509519735493,1314.6375474247498,0.00013043756,22.517165255254174,0.040463746,0.17411926,0.0003165173,0.045868263,570.2272727272727,6.620325706039992,0.027188208616780046,1314.6375474247498,2106.187264173762,14.754655,1293.012,0.8180304,9.931926,0.0312953511996904,0.0454354,197.76979,0.3573936,3.0621269,2106.187264173762,0.15417638,29977.44393576561
nothing_else_matters_guitar.mp3_4,1598.3442269934499,1785.1845796625742,1.4737971e-05,25.450199448446497,0.06079699,0.106267616,0.00022365467,0.07031388,622.9565217391304,7.2325110913930795,0.02312925170068027,1785.1845796625742,3162.464210344911,27.839622,2594.9407,0.8952275,23.307861,0.049994406685371515,0.21231687,201.84282,0.28495136,4.121269,3162.464210344911,0.08458326,21201.70327592325
nothing_else_matters_guitar.mp3_5,1266.3724798611347,1353.1664238756578,0.000112278656,21.518505647523025,0.0408105,0.08218537,0.00017680599,0.048523456,595.8260869565217,6.917527358769594,0.0254421768707483,1353.1664238756578,2463.451770510836,16.87131,1219.2188,0.83678615,4.2944336,0.037960087920859135,0.08675014,230.01012,0.3988477,2.0878,2463.451770510836,0.06506883,31511.490146406366
nothing_else_matters_guitar.mp3_6,1564.7280644687755,2294.348244857959,1.0478377e-05,25.994957685556503,0.052052908,0.11006598,0.00027352935,0.061685327,636.1555555555556,7.385751574703956,0.003197278911564626,2294.348244857959,3180.014104223104,21.411867,1974.2668,0.89189786,27.608013,0.03331839263254644,0.074113235,165.51811,0.34224865,4.371647,3180.014104223104,0.088792354,24705.627064029675
No_More_Sorrow_guitar.mp3_1,2221.4448973934013,1777.4262716421538,7.542939e-05,20.583228863066285,0.09255192,0.14971995,0.0007964407,0.1176818,647.5,7.517460317460317,0.022222222222222223,1777.4262716421538,4007.8924314894543,44.771023,6198.154,1.008177,4.261891,0.07890428478134674,0.63207436,198.08145,0.5032086,3.1559286,4007.8924314894543,0.11081152,13938.121869643874
No_More_Sorrow_guitar.mp3_2,2532.519273704718,1731.4854672663037,2.0701706e-05,19.224046659466193,0.10348473,0.1501892,0.00025986106,0.11505952,651.4967741935484,7.563862775217614,0.0032426303854875284,1731.4854672663037,4222.574466669892,61.6049,7261.959,0.94391453,1.6054322,0.10583042581753097,0.8198471,212.08766,0.47998506,1.4942652,4222.574466669892,0.099493384,12465.606655278676
No_More_Sorrow_guitar.mp3_3,2540.1662829479383,1764.1756738877232,0.00012697627,21.37510126947202,0.08265308,0.15462765,0.0008262229,0.10420537,589.8666666666667,6.848338624338624,0.004512471655328798,1764.1756738877232,4205.491236636513,45.33184,5069.574,1.0423714,34.62955,0.10423028432178792,0.24961667,180.8049,0.4315772,3.796368,4205.491236636513,0.11651564,15595.303144991982
No_More_Sorrow_guitar.mp3_4,2502.261260928391,1820.0564780684285,2.395011e-05,19.052077345228568,0.10711906,0.16174176,0.00034106884,0.12041908,632.3719008264463,7.341823429096156,0.02782312925170068,1820.0564780684285,4333.840460526316,61.05526,7826.1675,0.9496783,1.6400197,0.09817627708978328,0.0013995034,207.11876,0.49843934,1.7405624,4333.840460526316,0.12128745,11911.978117693767
No_More_Sorrow_guitar.mp3_5,2191.5502919678124,1794.0332276311754,0.00010824975,21.007568275850293,0.076247185,0.12808566,0.0002906963,0.08813826,564.5268817204301,6.554144295711116,0.017687074829931974,1794.0332276311754,3984.375907023994,34.76075,4043.9001,1.0648988,5.046933,0.07648328657120743,0.032556336,194.19524,0.4788007,4.144159,3984.375907023994,0.090733126,16905.540396287764
No_More_Sorrow_guitar.mp3_6,2355.372424858388,1756.5765146113913,1.5292306e-05,19.899320936467,0.105855726,0.15565498,0.00042193514,0.11953234,630.387323943662,7.318782536488775,0.009206349206349206,1756.5765146113913,4147.908251499613,57.557564,7699.735,0.97920966,3.1908872,0.09299565837848298,0.8622339,206.23994,0.5110004,2.1078925,4147.908251499613,0.114240974,12176.95028476076
Oh_Love_guitar.mp3_1,2038.2313365980824,1526.1681096847096,3.3906683e-05,21.362548690800956,0.050604556,0.087175936,0.00045165513,0.06459526,651.6,7.565061224489796,0.02038548752834467,1526.1681096847096,3631.094709933727,26.155228,1994.5502,1.0275427,14.89177,0.07929279339202787,0.23994936,220.17267,0.49892038,16.161257,3631.094709933727,0.085792325,25155.832312872586
Oh_Love_guitar.mp3_2,2057.7576906082577,1542.2429576080642,3.2812193e-05,22.269521995742792,0.119333655,0.19836572,0.0017201226,0.15104982,942.0,10.936598639455783,0.019569160997732427,1542.2429576080642,3646.1779520607583,58.52865,10563.431,0.89187795,10.190879,0.08157093532314241,0.1632528,207.62616,0.34606034,6.8433695,3646.1779520607583,0.19668335,10374.273095201363
Oh_Love_guitar.mp3_3,1758.1471507887616,1427.4205280858569,3.9210986e-06,21.27421505201862,0.05925879,0.105733715,0.00044778944,0.07600409,670.3333333333334,7.782554799697657,0.0037868480725623582,1427.4205280858569,3302.2466984326625,29.929998,2620.5896,0.79760957,3.7274,0.061979594983552634,0.32382616,232.98946,0.40398857,2.2391691,3302.2466984326625,0.099400915,21768.918709137513
Oh_Love_guitar.mp3_4,1520.8793936768657,1330.8563803702357,8.525596e-06,20.774359901133792,0.054536898,0.09594237,0.00013632953,0.061342493,641.6978417266187,7.450097391474576,0.004285714285714286,1330.8563803702357,2820.199613305437,26.627441,2060.1023,0.76058733,2.4796765,0.05177935431985294,0.17664145,240.75735,0.42355034,1.625592,2820.199613305437,0.07623267,23617.033433062563
Oh_Love_guitar.mp3_5,2019.1572276289728,1477.9419170223239,2.2970782e-05,22.55315420520063,0.13378729,0.20065765,0.0010527206,0.15427326,773.8,8.983800453514739,0.026938775510204082,1477.9419170223239,3590.4782888690015,64.08628,12541.335,0.8750359,6.456988,0.07967752273606811,0.020225426,216.47523,0.27961478,3.8702967,3590.4782888690015,0.19880712,9522.577706237496
Oh_Love_guitar.mp3_6,1738.4485963603263,1413.9093199479,6.3428844e-05,20.464484793128864,0.046384145,0.09375222,0.00054576725,0.063613065,631.8888888888889,7.336215671453767,0.021746031746031746,1413.9093199479,3196.330672225716,21.886505,1785.9734,1.0178068,9.328594,0.06362168633900929,0.0001688052,222.07668,0.42303008,14.716192,3196.330672225716,0.09177598,27811.220860527603
paradise_city_guitar.mp3_1,2087.6704148447598,1532.2343010143966,5.7687077e-05,19.541307409248343,0.04603556,0.059277058,2.985734e-05,0.049648352,658.0,7.63936507936508,0.022244897959183673,1532.2343010143966,3728.810785724652,26.346783,1422.8483,0.808841,2.0784519,0.0782300636126161,0.34581122,246.06783,0.47823617,1.5410558,3728.810785724652,0.02775469,28021.808334641573
paradise_city_guitar.mp3_2,2179.419103011194,1616.0933636241286,0.00015167664,19.930523601245707,0.05921912,0.10070765,0.00017283956,0.06813893,602.7183098591549,6.997545910382932,0.02526077097505669,1616.0933636241286,3911.559680667086,33.30117,2435.2026,0.9162578,2.1382384,0.08364461892898607,0.21257092,221.92216,0.45087028,2.1173444,3911.559680667086,0.0700872,16768.230305587753
