clip_name,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flatness_mean,spectral_contrast_mean,rms_energy_mean,rms_energy_max,rms_energy_variance,rms_energy_percentile,onset_frames_mean,onset_times_mean,attack_time_mean,modulation_depth_mean,spectral_rolloff_mean,harmonic_mean,delay_presence,spectral_flux_mean,harmonic_distortion_ratio_mean,zero_crossing_rate_mean,stereo_width,mfcc2_mean,chroma_mean,vibrato_depth,reverb_tail_length_mean,dynamic_range,peak_to_rms_ratio_mean,Cluster
carry_on_my_wayward_son_guitar.mp3_5,1890.2047412463085,1338.3467280096995,6.995632e-06,20.54721132195013,0.091989666,0.15197302,0.00084490655,0.113651894,675.4631578947368,7.842111946532999,0.0029705215419501,1338.3467280096995,3358.4630251668923,46.31683,6159.2524,0.9050516,2.8805714,0.0705033529653637,0.057521045,232.5942,0.36567414,2.3143334,3358.4630251668923,0.12769681,13903.734505365628,5
carry_on_my_wayward_son_guitar.mp3_6,3553.946987508606,2973.101447605381,0.036712226,19.67830134118515,0.03957913,0.11724184,0.0011883092,0.06702513,902.8611111111112,10.482197026958932,0.0110884353741496,2973.101447605381,7184.539889403541,18.526834,1822.7217,0.59112793,6.458958,0.1301987591911764,0.054769278,157.54172,0.42454633,2.6967428,7184.539889403541,0.11723446,32441.329923963087,12
death_by_rocknroll_guitar.mp3_1,2309.1076664862007,1748.7851283555149,1.6021098e-05,20.642160526919145,0.19608137,0.2970528,0.0005573379,0.2102204,683.3312883435583,7.93346076262816,0.0100907029478458,1748.7851283555149,4111.07514089106,100.47706,25816.432,1.0136853,4.1602755,0.0786023213767414,0.28635746,202.75056,0.31351677,1.6093534,4111.07514089106,0.19887283,6568.7010518209145,29
death_by_rocknroll_guitar.mp3_2,2265.866593218546,1657.0466321543795,1.0606963e-05,20.152760263071155,0.12163767,0.19583222,0.00033444582,0.13343874,646.5668789808917,7.506626803587678,6.802721088435374e-05,1657.0466321543795,4021.859013702109,70.97607,10017.032,0.84269625,1.7340972,0.0888271272736068,0.3405889,225.25546,0.42717388,1.1498508,4021.859013702109,0.12616172,10605.266426120945,5
death_by_rocknroll_guitar.mp3_3,2676.316464340351,2523.81499050774,0.005365173,18.94299542517858,0.07676736,0.1824714,0.0027192656,0.11617796,454.7640449438202,5.279800249687891,6.802721088435374e-05,2523.81499050774,5528.766568304954,39.333252,5699.2017,0.5825184,1.9985301,0.0750093725812693,0.5556241,165.13214,0.56512785,1.3402689,5528.766568304954,0.18243425,11814.915617949631,26
death_by_rocknroll_guitar.mp3_4,2251.890730056521,1694.917788427135,1.3387649e-05,20.618718482531367,0.13066554,0.21184371,0.00083061354,0.15029654,633.9085365853658,7.359663735412865,6.802721088435374e-05,1694.917788427135,3971.525984725716,70.961174,11850.576,0.91065776,1.9647853,0.0850573087993421,0.3664909,212.50694,0.34800434,1.3027784,3971.525984725716,0.15823594,9872.532926619406,5
death_by_rocknroll_guitar.mp3_5,2402.033156271053,2038.0342628591343,0.0018632062,19.47652119845859,0.09754271,0.17416178,0.0015876335,0.121348254,611.5135135135135,7.09965802537231,0.0032653061224489,2038.0342628591343,4671.571751644737,53.627987,7346.851,0.80718845,1.8057598,0.0781291571933049,0.10562093,199.95085,0.5514866,2.32897,4671.571751644737,0.17411922,12271.546496697743,5
death_by_rocknroll_guitar.mp3_6,3042.2244400647364,2672.500319611326,0.0113652125,18.955420150961316,0.07677142,0.18747038,0.0034452274,0.12282932,776.2857142857143,9.01265954000648,0.0138095238095238,2672.500319611326,6019.313602034153,40.462513,6184.434,0.63843334,2.407717,0.0992775553889318,0.0031442067,150.02629,0.53663665,2.2071865,6019.313602034153,0.18745007,16764.048666902756,0
desire_guitar.mp3_1,2338.957121876041,2920.674483009062,0.0001595668,24.73174429715872,0.10779357,0.28519136,0.00122479,0.12600647,646.5192307692307,7.506073608930752,0.0074603174603174,2920.674483009062,4980.903214493034,49.225655,8500.356,0.9425407,29.701212,0.0489717371323529,0.0907721,152.46075,0.45084247,9.532809,4980.903214493034,0.2600662,11874.547959542457,1
desire_guitar.mp3_2,1991.9209012312133,2542.330340335599,0.00010532414,23.31503554447147,0.09769765,0.26848966,0.0015309845,0.11832379,595.377358490566,6.912317631455097,0.0259183673469387,2542.330340335599,4057.575464396285,40.800476,7329.185,1.0147748,18.56047,0.0419147125338622,0.19086419,164.65294,0.43441734,9.852768,4057.575464396285,0.25477818,13111.880015478057,1
desire_guitar.mp3_3,1675.4022100365962,2277.601161714915,3.7245412e-05,24.43397487117857,0.0969011,0.24058832,0.0009941346,0.115845695,662.0172413793103,7.686005160684964,0.0137414965986394,2277.601161714915,3487.212246637964,41.232777,6873.679,0.89084363,45.10349,0.037794178115325,0.016998691,177.72276,0.46644405,7.9599996,3487.212246637964,0.21951027,13312.541846182094,1
desire_guitar.mp3_4,2301.0700494853977,2846.732355821632,9.454144e-05,23.99657965562678,0.11901355,0.29202354,0.0013825682,0.14017574,596.551724137931,6.925951989991398,6.802721088435374e-05,2846.732355821632,4847.154023256096,54.550064,10289.667,0.9604158,22.615604,0.04930809186339,0.009217936,157.41975,0.42010555,7.8394494,4847.154023256096,0.2360826,10805.491830242016,1
desire_guitar.mp3_5,1878.4111805836844,2511.303057237511,6.0301252e-05,23.252693124297007,0.100206286,0.2784125,0.0011290575,0.11878677,605.2631578947369,7.027091538369734,0.0105668934240362,2511.303057237511,3887.943156806308,40.456955,7396.632,0.980358,13.969513,0.0376970509626548,0.00961079,170.31042,0.43735147,8.515434,3887.943156806308,0.25180066,12873.442966970944,1
desire_guitar.mp3_6,2271.7062552896746,2910.1009502233937,0.00011508319,23.80745265509465,0.115685076,0.27330709,0.0017037654,0.14149816,662.9607843137255,7.696959672757993,0.0059637188208616,2910.1009502233937,4719.854793017124,49.892456,9994.903,1.0140562,28.961405,0.0465972239018962,0.025709178,156.38274,0.46345094,10.204441,4719.854793017124,0.25585943,11116.385682246571,1
Dirty_Deeds_Done_Dirt_Cheap_guitar.mp3_1,1408.1240812614938,1216.0625644099507,9.489015e-06,20.27220828197263,0.06744912,0.13143809,0.0005113248,0.07987784,628.0,7.291065759637188,0.0230839002267573,1216.0625644099507,2448.4185280814627,29.525534,3352.0146,0.890178,3.666904,0.0536803254402089,0.7980948,246.8796,0.46434426,6.9409485,2448.4185280814627,0.11864568,19110.69865166501,21
Dirty_Deeds_Done_Dirt_Cheap_guitar.mp3_2,1194.1602338215005,1218.6522945996187,8.878588e-06,20.64388708566067,0.06205708,0.13890864,0.00065976114,0.07808115,620.2142857142857,7.200673793326855,0.026485260770975,1218.6522945996187,2065.5541765431503,24.814148,2985.714,0.8572988,13.570386,0.0405794976296439,0.033626873,236.72574,0.49561027,8.415962,2065.5541765431503,0.13858424,20690.624429204283,27
Dirty_Deeds_Done_Dirt_Cheap_guitar.mp3_3,1200.252615458695,1073.6964055511355,5.9223044e-06,20.947588627689825,0.064925574,0.1917781,0.0013080754,0.07804954,776.4333333333333,9.014373393801966,0.0264625850340136,1073.6964055511355,1952.871524586397,29.706423,3663.8838,0.72364855,4.128041,0.0461089426518962,0.049240656,216.5447,0.41979593,2.8327496,1952.871524586397,0.18557602,19853.49958894508,6
Dirty_Deeds_Done_Dirt_Cheap_guitar.mp3_4,1505.7153177280372,1308.2778678421323,1.1848706e-05,20.203915869936097,0.07387056,0.1375877,0.00068633165,0.09115247,645.2619047619048,7.49147608249649,0.0008163265306122,1308.2778678421323,2661.533906068595,31.96716,4066.49,0.9558493,8.724374,0.0525023280282507,0.44100848,235.80002,0.49195766,9.932481,2661.533906068595,0.13443683,17422.364674817494,9
Dirty_Deeds_Done_Dirt_Cheap_guitar.mp3_5,1411.218871438315,1469.434664723304,2.5741087e-05,21.129956282298934,0.053788904,0.12938932,0.0015007656,0.08734143,629.3061224489796,7.306229811652551,0.0168253968253968,1469.434664723304,2339.035856170182,25.943363,2910.3743,0.74914086,5.7466536,0.0466852808146284,0.044320315,190.63667,0.38910732,3.5765142,2339.035856170182,0.12891957,23964.04525678357,6
Dirty_Deeds_Done_Dirt_Cheap_guitar.mp3_6,1835.448841268297,1312.5961135248942,4.748599e-06,21.153876093406858,0.1098591,0.19265006,0.0007444664,0.12944305,727.7857142857143,8.449575639779722,0.0101814058956916,1312.5961135248942,3127.981085526316,55.348427,8482.076,0.89400345,3.1486077,0.0750365833010835,0.17246403,238.32353,0.38038227,2.7597833,3127.981085526316,0.16642609,11742.312609528355,5
Don't_Stay_guitar.mp3_1,2182.859569781049,1683.115892871086,1.8423778e-05,19.24876069087029,0.082436256,0.13656649,0.0004619831,0.09579671,632.2672413793103,7.340608335288139,0.0114285714285714,1683.115892871086,3990.109205688855,45.58094,4806.056,0.89893985,4.8127484,0.0822512033184984,0.10521044,225.2738,0.5323568,2.400953,3990.109205688855,0.10327822,15648.453050538266,13
Don't_Stay_guitar.mp3_2,2386.0057139053583,1646.074820913264,1.406712e-05,18.551996144537213,0.11250227,0.22742404,0.00074143225,0.12887883,635.4160583941606,7.377166029428803,0.0220181405895691,1646.074820913264,4206.541230287346,66.064835,8864.883,0.8960339,5.179835,0.0955867235874613,0.16614096,228.60614,0.56805795,1.4079794,4206.541230287346,0.18592781,10755.337877322878,2
Don't_Stay_guitar.mp3_3,2077.465557401814,1653.0657201094905,2.264358e-05,19.1957367418016,0.063134424,0.11260277,0.00028124356,0.07294226,648.5333333333333,7.529457294028722,0.0284353741496598,1653.0657201094905,3825.9101985777866,33.5542,2826.589,0.9173446,3.115585,0.075186620186726,0.22871561,232.66885,0.51090753,2.4842398,3825.9101985777866,0.08397065,20432.590623288837,27
Don't_Stay_guitar.mp3_4,2888.311321717723,1871.468904858995,0.000581819,18.81395218254713,0.08879379,0.22827339,0.0010477848,0.10127862,761.875,8.845351473922902,0.0015192743764172,1871.468904858995,4879.203829455302,54.742943,5915.257,0.8940554,5.670135,0.1055598303260448,0.74348956,185.77629,0.59139276,2.3702314,4879.203829455302,0.22820449,14505.517394544686,26
Don't_Stay_guitar.mp3_5,2076.062686835524,1660.7780082634697,1.891014e-05,19.03045845771578,0.0819195,0.12767199,0.00025485357,0.093294725,646.6457142857142,7.50754207968902,0.0245804988662131,1660.7780082634697,3821.960222462752,45.255295,4611.844,0.8820983,3.6488748,0.0766677147832817,0.20592691,238.30664,0.5121711,1.7093251,3821.960222462752,0.092352524,15747.16523526496,27
Don't_Stay_guitar.mp3_6,2675.266842038013,1773.748029144381,0.00017269688,19.057685965322268,0.11409138,0.18149638,0.001955941,0.14801992,737.6470588235294,8.5640656262505,0.0248299319727891,1773.748029144381,4566.589053127419,69.48821,9912.256,0.92197835,3.3986487,0.1082824140141253,0.092315555,199.67816,0.5379963,3.181414,4566.589053127419,0.181235,11306.725359818043,2
Figure_09_guitar.mp3_1,2078.978010563364,1818.6444294356431,9.300808e-05,19.834700805867687,0.076647334,0.18960883,0.0015320786,0.10067632,644.4722222222222,7.482307886117409,0.014875283446712,1818.6444294356431,3796.710375145124,32.404453,4908.924,1.0505803,12.762844,0.0738498935758514,0.02189989,185.41124,0.5536323,12.602962,3796.710375145124,0.18884733,16830.329388325485,7
Figure_09_guitar.mp3_2,2366.92951620627,1749.1949125102146,1.3973812e-05,19.256978655145755,0.093012154,0.13395596,0.00027459185,0.104776554,665.8727272727273,7.730767264481551,0.0280725623582766,1749.1949125102146,4363.673613462654,54.094177,5908.525,0.85610086,2.2193892,0.0921891628773219,0.10888345,223.405,0.5387185,1.3772564,4363.673613462654,0.089284986,13826.148952236888,27
Figure_09_guitar.mp3_3,2606.764012015088,1905.256394151332,0.0001722569,20.016512690139315,0.058671165,0.10396305,0.0008015325,0.07796811,571.2222222222222,6.631877047115142,0.0139909297052154,1905.256394151332,4470.572967056889,34.534603,2810.6218,0.8964806,3.9749656,0.0983221567821207,0.03906682,193.2048,0.5143424,7.8712378,4470.572967056889,0.103476115,21969.902060164237,7
Figure_09_guitar.mp3_4,2394.103843424048,1993.6550424127413,7.785755e-05,19.15439986609309,0.085310906,0.15468222,0.0009135438,0.10186081,477.8333333333333,5.547634164777023,0.0139002267573696,1993.6550424127413,4600.138850256385,49.174458,5422.159,0.8360814,9.3853035,0.0797735161087461,0.28367501,206.73726,0.55487937,2.7597558,4600.138850256385,0.15420762,15050.829319253393,14
Figure_09_guitar.mp3_5,2662.362888071312,2013.3547948414648,0.00021361958,19.677010350692605,0.06697075,0.13784711,0.0015111987,0.09271828,603.48,7.006389115646258,0.0142630385487528,2013.3547948414648,4678.638375580495,39.21297,3970.7485,0.9344807,4.707714,0.0946857464202786,0.03635409,191.8941,0.5344863,10.160287,4678.638375580495,0.1373647,19262.13822011127,7
Figure_09_guitar.mp3_6,2256.134339800178,1739.0647889444506,1.7593944e-05,19.230203254580086,0.104884736,0.15187977,0.00028991472,0.11777376,670.327868852459,7.782491357198617,6.802721088435374e-05,1739.0647889444506,4213.591187657217,60.359554,7474.0303,0.8617172,1.9168634,0.0853985765770123,0.037614584,231.9399,0.54704595,1.2883323,4213.591187657217,0.09980208,12270.612052005088,5
Good_Riddance_guitar.mp3_1,1875.78396185308,2369.704681476638,4.039244e-05,24.817688064590214,0.039399695,0.14063202,0.0003760917,0.047155235,523.5714285714286,6.0786524133462905,0.0185034013605442,2369.704681476638,3746.827343447658,19.75038,1276.14,0.7170948,8.660782,0.0489021986261609,0.07004339,169.54854,0.43911678,4.863582,3746.827343447658,0.13652965,26294.61256748357,24
Good_Riddance_guitar.mp3_2,2432.8971043173624,2910.9580289317864,6.23866e-05,24.76790371792993,0.08444515,0.17992148,0.00047174198,0.09667286,606.3734939759037,7.03998251509439,0.020657596371882,2910.9580289317864,5174.935374540441,42.552082,5030.5796,0.92866594,12.507799,0.0580355523171439,0.07936544,157.74663,0.52204734,8.010513,5174.935374540441,0.15090819,14968.294897219765,1
Good_Riddance_guitar.mp3_3,2232.2670696348264,2636.8147490718206,5.3947853e-05,24.096353327426915,0.069145374,0.16210483,0.0005219631,0.08254761,632.3291139240506,7.341326674129568,0.0239909297052154,2636.8147490718206,4760.087883066467,31.562101,3509.853,0.98715633,8.515796,0.0498235838332043,0.9416805,162.51279,0.5433693,9.244593,4760.087883066467,0.13951215,18497.258575582277,11
Good_Riddance_guitar.mp3_4,2713.278092189237,3319.2322831030224,0.00010315311,23.81573370087261,0.09879421,0.22240902,0.00084255106,0.11845097,660.939393939394,7.673491376348519,0.0289342403628117,3319.2322831030224,6039.846811205979,43.328148,7017.8457,0.99385303,16.28351,0.0544221954818111,0.07420995,140.91386,0.5077228,7.9763837,6039.846811205979,0.19215083,13037.2006849204,1
Good_Riddance_guitar.mp3_5,3132.4384603321614,3499.461925240992,0.0001361517,23.61732399244227,0.09931036,0.19050828,0.0007160049,0.11654214,644.9506172839506,7.487862041936115,0.0119954648526077,3499.461925240992,6815.708786341428,46.780766,7000.987,1.0310494,41.599545,0.0645819979924535,0.39403948,133.6427,0.56104714,8.3353615,6815.708786341428,0.15350288,12888.885842613952,1
Good_Riddance_guitar.mp3_6,2386.963902347601,2873.6328970183044,6.741337e-05,24.762715131971326,0.08428118,0.18054815,0.00047734453,0.096731804,606.6428571428571,7.043109815354713,0.002312925170068,2873.6328970183044,5079.519284841815,42.125843,5017.517,0.9186967,12.30155,0.0564112235148993,0.088205285,159.10838,0.49307254,7.852246,5079.519284841815,0.14130655,15282.177376313304,1
gravity_guitar.mp3_1,2351.9343817191884,2066.715545912896,0.0066339714,19.634142454609243,0.07329786,0.1647044,0.0024346963,0.112815686,625.1,7.2573968253968255,0.0287074829931972,2066.715545912896,4601.472175527283,34.286213,5166.106,0.7896975,3.9849312,0.0782610535990712,0.07950883,184.55617,0.4316292,8.623804,4601.472175527283,0.1646869,16371.554461010017,25
gravity_guitar.mp3_2,1817.2919565545528,1407.1335977745791,5.9605504e-06,19.759872461897466,0.091197126,0.19424337,0.000745178,0.11039101,581.4324324324324,6.750417356131641,0.0205895691609977,1407.1335977745791,3262.1136077786377,42.945988,6000.8423,0.88457507,2.497033,0.065944423616486,0.22459453,228.13663,0.507645,3.8297937,3262.1136077786377,0.18269709,14134.216248789242,2
gravity_guitar.mp3_3,1957.187925754245,1452.6079856358608,6.19e-06,19.961788108815156,0.10824318,0.26342434,0.0017261337,0.1227286,658.1157894736842,7.640709392528941,0.0008390022675736,1452.6079856358608,3438.1458766689243,53.64459,8904.009,0.8717504,2.5308943,0.0750218441611842,0.51019067,211.6681,0.48700064,2.2759175,3438.1458766689243,0.23784855,11899.131972642088,20
gravity_guitar.mp3_4,1982.9872274337995,1474.1225878567825,0.0001625703,20.29282901050046,0.09123635,0.14772512,0.0010791372,0.113940835,588.6458333333334,6.834164777021921,0.0017913832199546,1474.1225878567825,3516.345403807082,49.906055,6225.487,0.8982712,4.2363205,0.0823868789909055,0.24506678,236.90721,0.47744873,7.16152,3516.345403807082,0.1476685,14073.336494103933,9
gravity_guitar.mp3_5,1974.0145487589648,1457.9986352172343,6.568925e-06,20.27510077812452,0.09146469,0.16306685,0.0007664288,0.111046486,635.61,7.379417687074829,0.0203628117913832,1457.9986352172343,3468.1290286982394,46.62743,6045.422,0.85857093,2.4772854,0.0787935522687693,0.75704336,219.4149,0.499388,2.6081636,3468.1290286982394,0.15220962,14071.002514787982,21
gravity_guitar.mp3_6,2034.3841119740105,1430.7275544438826,5.5200226e-06,22.232319077981344,0.11087012,0.21583816,0.0020587083,0.15689833,609.8297872340426,7.0801100014473874,0.0026530612244897,1430.7275544438826,3676.727767330205,62.004875,9498.6045,0.78057116,4.771024,0.0899866062790247,0.14137663,221.68776,0.34777322,1.6467984,3676.727767330205,0.16437468,11617.195684864264,18
Highway_to_Hell_guitar.mp3_1,2490.5825378632394,2356.595077041169,0.007915057,19.577134243764736,0.05367501,0.14774455,0.0024847784,0.10213497,650.2325581395348,7.549185255497547,0.0283219954648526,2356.595077041169,4880.820486346265,24.438038,3555.9275,0.78991294,3.9423676,0.0814828784104102,0.015427472,166.81583,0.43324807,11.779279,4880.820486346265,0.14770523,24033.52532526612,25
Highway_to_Hell_guitar.mp3_2,1999.5350327964957,1709.4841911373055,0.003687215,20.069845408933944,0.07953614,0.17373952,0.0017403938,0.104327686,516.695652173913,5.998824805284433,0.001609977324263,1709.4841911373055,3740.6773806356414,38.420906,5338.7314,0.8021637,3.2951128,0.0677176555243808,0.14398365,225.24239,0.41550556,6.044148,3740.6773806356414,0.17369302,16219.040548428262,9
Highway_to_Hell_guitar.mp3_3,1530.1336877994067,1247.7885562148815,1.2304025e-05,20.92438535598622,0.15653509,0.2752977,0.0015360995,0.18423568,588.3,6.830149659863944,0.003922902494331,1247.7885562148815,2621.3174825851397,68.26171,17233.793,0.8621879,12.064668,0.0538447235390866,0.0029644452,221.7362,0.33391514,1.5906955,2621.3174825851397,0.24205601,7666.012095506351,18
Highway_to_Hell_guitar.mp3_4,2755.273391946942,2517.4151236180155,0.013932453,19.365323535531463,0.052479155,0.14371611,0.002629769,0.103555694,616.2380952380952,7.154510312061334,0.0102947845804988,2517.4151236180155,5410.0339529315015,23.98842,3561.4263,0.75708187,4.3174086,0.0940689701044891,0.02926472,161.54068,0.45230073,11.8546,5410.0339529315015,0.14369664,23456.927409847856,0
Highway_to_Hell_guitar.mp3_5,2020.9854296327735,1556.5659307959577,1.1675769e-05,20.97110942401976,0.15056482,0.24628128,0.0015211694,0.17907046,622.46875,7.226848072562358,0.0065306122448979,1556.5659307959577,3539.7785954431115,82.14131,16009.437,0.83745825,2.29813,0.0737361376499613,0.1981686,220.79346,0.40493983,1.848143,3539.7785954431115,0.19251457,7285.897824822958,18
Highway_to_Hell_guitar.mp3_6,1743.1109572685527,1326.0783267808306,1.1110461e-05,20.98127522740323,0.12028029,0.28756088,0.0015821082,0.14319673,609.6231884057971,7.077711393736237,0.0030612244897959,1326.0783267808306,2937.9989009892606,59.124638,10634.962,0.77492136,2.1055033,0.0646352856520897,0.046408594,215.72292,0.34881687,1.3657014,2937.9989009892606,0.24605104,10716.634785924558,18
Holiday_guitar.mp3_1,1921.2116744461744,1582.0542201054566,3.9786486e-05,20.01731528820788,0.09207438,0.13389975,0.00016086106,0.099692464,635.9277108433735,7.383106302762068,0.0006122448979591,1582.0542201054566,3309.913318740325,50.168358,5719.4824,0.95961845,2.8177936,0.0705880085381192,0.2650623,231.35048,0.4836623,5.578513,3309.913318740325,0.07133862,13999.550202196711,5
Holiday_guitar.mp3_2,2324.240160915158,1822.1606894771448,0.008116994,20.02841690947934,0.07118545,0.12790647,0.0007488106,0.087947264,681.1666666666666,7.908329554043839,0.0094784580498866,1822.1606894771448,4162.741495138352,38.698555,3849.9492,0.8614381,2.4337323,0.0894964353957043,0.7098509,205.62215,0.45933813,4.5095305,4162.741495138352,0.12789162,18023.344866369767,8
Holiday_guitar.mp3_3,1822.375442627304,1493.1082345248826,2.0862164e-05,19.990255694261595,0.09624548,0.14189583,0.00022523082,0.10619616,616.0582524271845,7.152422341104728,0.026031746031746,1493.1082345248826,3200.8639781467687,51.124043,6282.279,0.89620376,3.584313,0.0667539425309597,0.018428432,235.83421,0.4881758,3.2397153,3200.8639781467687,0.085124776,13372.055145704962,27
Holiday_guitar.mp3_4,1909.87421483824,1611.5155733635625,4.8349182e-05,20.000823232077284,0.09036341,0.13356543,0.00039125208,0.1038788,603.6024096385543,7.007810288774146,0.0237414965986394,1611.5155733635625,3327.62987827738,49.128643,5663.508,0.98348284,3.6007767,0.0698438709365325,0.005955379,235.02754,0.5132448,5.5894384,3327.62987827738,0.09695551,13888.363149781097,27
Holiday_guitar.mp3_5,1852.8715306793997,1552.799819727475,4.5007037e-05,20.23801081991958,0.057724424,0.08517399,8.2039136e-05,0.0636944,626.2417582417582,7.270652612693428,0.0057142857142857,1552.799819727475,3178.2141151073915,30.517889,2261.665,0.96828514,3.5472488,0.0668272603037925,0.16758692,234.72565,0.4938798,5.4054737,3178.2141151073915,0.051017907,22347.55528794727,9
Holiday_guitar.mp3_6,1979.363908195784,1658.6146991924936,8.817744e-05,20.289786565042952,0.063333884,0.098326325,0.00012134922,0.071147524,634.6753246753246,7.368566127749801,0.0078231292517006,1658.6146991924936,3443.479177752516,34.318317,2735.3796,1.0111929,7.520199,0.0711477179276315,0.0027110658,228.22325,0.48574096,7.1194634,3443.479177752516,0.06490916,20289.29492522291,9
Hysteria_guitar.mp3_1,2016.4515808829703,1606.3175150198756,5.455058e-05,20.293610648392743,0.04704686,0.16433495,0.0011785971,0.04959464,608.5802469135803,7.065602866661068,0.0048072562358276,1606.3175150198756,3509.5787780572755,24.61995,2246.1035,0.8578391,38.035652,0.074249362059791,0.059176385,198.96008,0.42214504,2.0388954,3509.5787780572755,0.15519863,26207.90713979391,13
Hysteria_guitar.mp3_2,1705.9821184955122,1505.2517200768416,1.661245e-05,19.75365394743601,0.1452285,0.22136617,0.00032589748,0.15538974,637.8082191780821,7.404938961886124,0.029047619047619,1505.2517200768416,3236.663761670376,73.50665,14178.92,0.8281076,21.197697,0.0556039721604102,0.12542509,241.8638,0.4350748,1.0638167,3236.663761670376,0.12551409,8841.238619549255,2
Hysteria_guitar.mp3_3,6190.027734400929,5161.789666965552,0.06160063,18.21784548272881,0.010276299,0.16083045,0.0009139742,0.0001783256,660.5294117647059,7.66873149259704,0.0262585034013605,5161.789666965552,12344.25868928986,4.3257723,676.1113,0.22104071,3.7300823,0.2166744267608359,0.02516041,29.022537,0.5528702,1.4610786,12344.25868928986,0.16079393,125531.45035532114,22
Hysteria_guitar.mp3_4,2051.422968199636,1607.8861131015292,1.6789583e-05,21.724219420226508,0.16250871,0.24041569,0.000673271,0.1808221,647.0958904109589,7.512768614295033,0.000453514739229,1607.8861131015292,3683.761058134191,77.363716,17921.777,0.90882707,23.993317,0.0597498276654411,0.11406915,204.47379,0.24963933,1.9798845,3683.761058134191,0.15131047,7691.894643719072,18
Hysteria_guitar.mp3_5,1856.120158143206,1543.5849123001835,3.059465e-05,19.745222920159843,0.06910663,0.1688104,0.0017759198,0.104562186,647.3377483443709,7.515576579417638,0.0100680272108843,1543.5849123001835,3357.0297005006773,34.891495,4339.0083,0.86903197,25.752077,0.0655275705059984,0.38761955,222.01335,0.47034994,2.1301973,3357.0297005006773,0.16364335,18666.802919053283,13
Hysteria_guitar.mp3_6,2362.450100682863,1462.3490315742335,1.645386e-05,19.179388928164137,0.040918414,0.07156175,0.0002786246,0.05374644,663.5142857142857,7.703385811467444,0.0021995464852607,1462.3490315742335,3779.510479150542,21.843035,1292.816,0.90093416,11.020671,0.095690275493421,0.048825953,196.77354,0.5682649,2.425926,3779.510479150542,0.069599874,31526.14033049659,9
It's_A_Long_Way_To_The_Top_guitar.mp3_1,1910.5706364836497,1436.5112081298323,1.0454214e-05,21.678424207464456,0.08199343,0.13030978,0.00023948173,0.09355322,579.0243902439024,6.72246004092694,0.021609977324263,1436.5112081298323,3475.3956514246324,45.236378,4609.507,0.80919784,2.3941543,0.0745271381578947,0.5210583,240.74908,0.4563833,3.3978975,3475.3956514246324,0.0930001,15720.770181989545,21
It's_A_Long_Way_To_The_Top_guitar.mp3_2,2222.2429733519302,1529.3436390953527,1.0628845e-05,20.931429218572116,0.09358078,0.12718457,6.2848274e-05,0.09878116,600.2434782608696,6.96881317164547,0.0284807256235827,1529.3436390953527,3869.70993372678,56.86114,5839.2104,0.8293793,2.1467223,0.0914537175890092,0.17783664,226.77249,0.52828085,2.2958772,3869.70993372678,0.057917975,13720.764719609184,27
It's_A_Long_Way_To_The_Top_guitar.mp3_3,2639.238896941252,1807.947687286557,2.3039289e-05,22.55407716388203,0.14194158,0.20675819,0.0005004056,0.15719473,665.1349206349206,7.7222013461469245,0.0287528344671201,1807.947687286557,4592.188898328657,92.48563,13673.556,0.8272894,9.723806,0.1261666596120356,0.72621506,198.10777,0.4437546,1.4598061,4592.188898328657,0.12013686,9074.154946192546,2
It's_A_Long_Way_To_The_Top_guitar.mp3_4,2055.8381373917014,1517.6555388460388,1.953379e-05,21.437239964774705,0.088008046,0.12157411,0.00018684115,0.09747082,697.9016393442623,8.102622207352885,0.0108843537414965,1517.6555388460388,3713.227546621033,49.833652,5250.1294,0.8470009,2.6836886,0.0813026073916408,0.09400382,232.80414,0.5163383,3.3195133,3713.227546621033,0.080474086,14612.299072462203,13
It's_A_Long_Way_To_The_Top_guitar.mp3_5,1798.2564075614928,1389.489239721516,2.5881123e-05,21.742067780051336,0.088261575,0.12811881,0.00026561873,0.09963624,580.7358490566038,6.742330038933813,0.0014965986394557,1389.489239721516,3288.646780669505,46.912865,5333.6924,0.8012121,3.1676562,0.0681919534878096,0.04313731,245.07614,0.467823,4.199524,3288.646780669505,0.100264676,14615.645577523184,9
It's_A_Long_Way_To_The_Top_guitar.mp3_6,1677.1764475164046,1350.641439141925,9.813254e-06,21.27967942577539,0.071174726,0.1256439,0.0003276536,0.08128276,615.327868852459,7.143942604364151,0.0193197278911564,1350.641439141925,3112.197847632063,35.9808,3569.3093,0.871613,4.286184,0.0624841270801083,0.5271117,242.58229,0.4811716,7.2573295,3112.197847632063,0.110640325,17885.560510717623,21
its_my_life_guitar.mp3_1,1880.3422636614296,1736.95764066555,1.4032496e-05,20.55058337770576,0.09753014,0.17369705,0.00071970484,0.11388064,604.969696969697,7.023684463684464,0.0292517006802721,1736.95764066555,3742.910700464396,44.67446,6772.234,0.8663532,2.631199,0.0550979283571981,0.0058509773,209.7344,0.5045603,2.5789704,3742.910700464396,0.16349798,13052.374204819993,6
its_my_life_guitar.mp3_2,1995.2413087730768,2041.514820898331,0.0043925797,20.371963896388472,0.08656324,0.17397417,0.001701156,0.111188635,704.2941176470588,8.176838735494199,0.0077777777777777,2041.514820898331,4162.891494231328,36.145004,6091.362,0.7929423,3.1644757,0.0520136688515866,0.05342766,185.02249,0.4828214,3.345899,4162.891494231328,0.17395025,14879.294416525898,13
