clip_name,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flatness_mean,spectral_contrast_mean,rms_energy_mean,rms_energy_max,rms_energy_variance,rms_energy_percentile,onset_frames_mean,onset_times_mean,attack_time_mean,modulation_depth_mean,spectral_rolloff_mean,harmonic_mean,delay_presence,spectral_flux_mean,harmonic_distortion_ratio_mean,zero_crossing_rate_mean,stereo_width,mfcc2_mean,chroma_mean,vibrato_depth,reverb_tail_length_mean,dynamic_range,peak_to_rms_ratio_mean,Cluster
its_my_life_guitar.mp3_3,2514.9908479572823,1922.132117307852,5.2405227e-05,21.641989130289552,0.19162342,0.28057382,0.0009226144,0.2116011,670.219696969697,7.781235484092626,0.0214285714285714,1922.132117307852,4454.339731883708,108.2547,24913.645,0.92945147,3.3420687,0.0921627080108359,0.091720544,185.45152,0.44702402,2.2654686,4454.339731883708,0.18326849,6716.297533576197,29
its_my_life_guitar.mp3_4,4421.657473716863,3507.547959166945,0.079309255,18.249829201011583,0.023696505,0.14286949,0.001537423,0.027962271,549.1666666666666,6.375812547241118,0.0253514739229024,3507.547959166945,8270.399990022735,11.96435,1390.947,0.53033984,5.1790724,0.2253554022349071,0.932866,79.5338,0.5440314,5.570577,8270.399990022735,0.14286885,54438.387365980845,28
its_my_life_guitar.mp3_5,4454.994956118456,3869.563927214398,0.03543374,17.958641486505904,0.03177067,0.20244546,0.0018963026,0.067649536,314.22222222222223,3.648112874779542,0.0092517006802721,3869.563927214398,8877.729650916699,12.82357,1922.6929,0.3488475,2.2508795,0.1629804959607198,0.14690752,85.438705,0.5474196,1.1197435,8877.729650916699,0.20243686,37518.86948149689,23
its_my_life_guitar.mp3_6,1765.3675849305037,1657.072985879318,1.5490725e-05,20.51168167491819,0.09641612,0.1802588,0.0007176264,0.11270297,651.0508474576271,7.558685575925286,0.024875283446712,1657.072985879318,3569.361749891157,42.22983,6626.9697,0.85293293,3.3754628,0.0510839692579334,0.094399594,210.43327,0.48811162,3.388067,3569.361749891157,0.17050645,13109.8395187792,6
Jesus_Of_Suburbia_guitar.mp3_1,1931.1776805282905,1859.8638497481177,0.0018286963,19.662436170322582,0.08015685,0.1517309,0.0013215623,0.09892376,704.0,8.173424036281178,0.0120408163265306,1859.8638497481177,3695.927651231134,40.470276,5129.654,0.81515646,2.0445447,0.0623253978811919,0.41318873,214.17952,0.50050336,6.3720727,3695.927651231134,0.15169415,16093.445724768882,13
Jesus_Of_Suburbia_guitar.mp3_2,1739.0047444055797,1660.9312672640078,0.00035699006,19.40202358504993,0.057420354,0.12733532,0.0010152579,0.07932906,693.5316455696203,8.051886678722122,0.0276190476190476,1660.9312672640078,3113.1145087558048,29.29717,2853.421,0.9607168,7.0967298,0.0590363021236455,0.07330767,205.07489,0.5112111,4.9322696,3113.1145087558048,0.12727767,22309.15788447937,27
Jesus_Of_Suburbia_guitar.mp3_3,1553.169075213735,1478.877126126898,1.5498857e-05,20.306034457658477,0.08389966,0.120396145,0.00014980952,0.09178384,634.4444444444445,7.365885613504662,0.0224943310657596,1478.877126126898,2853.566078209656,40.147835,4759.1206,0.9221802,2.0664392,0.0492740784636222,0.14662606,241.31172,0.51190275,3.0043056,2853.566078209656,0.07042401,15339.750561393248,27
Jesus_Of_Suburbia_guitar.mp3_4,1785.5087668318874,1594.505520915352,2.6007177e-05,20.200611204635123,0.10152127,0.14773685,0.00027128615,0.11340301,668.6091954022988,7.762537597414444,0.0198412698412698,1594.505520915352,3188.664051918053,52.59585,7001.58,0.9960923,2.6554666,0.0619368892705108,0.018954102,235.2551,0.5106614,5.2110643,3188.664051918053,0.0953016,12568.793961817722,27
Jesus_Of_Suburbia_guitar.mp3_5,1717.874156490194,1398.1155792947743,1.3062819e-05,19.568022954659224,0.07143742,0.1064396,0.00014200463,0.08037477,664.9252336448598,7.719766884947126,0.026734693877551,1398.1155792947743,3043.748261537345,36.814644,3471.3599,0.9052398,1.9345856,0.0635211578463622,0.17699833,248.70428,0.53146845,1.445351,3043.748261537345,0.07085504,17693.806626896127,27
Jesus_Of_Suburbia_guitar.mp3_6,1677.0881899483354,1923.4027498599637,8.4794185e-05,21.86485869783971,0.077344105,0.13745855,0.00050447474,0.093601696,623.123076923077,7.234444793301937,0.0036734693877551,1923.4027498599637,3381.079555074497,33.009872,4293.4443,0.93634003,7.532728,0.039620697682856,0.058133505,209.14624,0.4838152,5.8664594,3381.079555074497,0.112803735,16678.709794507267,9
kill_the_dj_guitar.mp3_1,2293.3208129087943,1903.384460367823,0.0032625445,20.497170488948644,0.07571857,0.1877083,0.0014349263,0.10228514,652.3013698630137,7.573204112695306,0.0086167800453514,1903.384460367823,4326.790503156443,36.79946,4750.2476,0.8884059,2.7909834,0.082288618058243,0.020564744,184.28903,0.5119337,5.344328,4326.790503156443,0.18768767,17036.77087409689,13
kill_the_dj_guitar.mp3_2,1326.7215370247752,1339.408755638006,6.8643035e-06,21.631140858357856,0.09204386,0.20967695,0.0014497631,0.12140473,782.054794520548,9.07963843071475,0.0213832199546485,1339.408755638006,2530.6180310323143,33.47698,6566.8984,1.1445986,6.620792,0.0373138333252709,0.011771637,209.65344,0.48511922,13.850008,2530.6180310323143,0.19128673,13917.276741736772,6
kill_the_dj_guitar.mp3_3,2062.3413533095068,1528.9348892472171,1.3871461e-05,20.71050864721507,0.11172646,0.18484555,0.0009077835,0.13235635,501.8181818181818,5.826097711811998,0.0043083900226757,1528.9348892472171,3656.927887057372,56.874836,8863.638,1.0104457,3.2355566,0.0800078306404798,0.9977805,221.09822,0.4509711,4.329145,3656.927887057372,0.17642497,11465.50138616653,8
kill_the_dj_guitar.mp3_4,2113.74754489251,1778.7003431119358,0.0016872353,20.60562217391988,0.06389134,0.1410368,0.001547984,0.094712615,614.4477611940298,7.133724574406878,0.0256235827664399,1778.7003431119358,3884.3265120089977,29.705305,3728.4739,0.9866359,4.603157,0.075112546560565,0.1649987,186.65207,0.5145333,11.672923,3884.3265120089977,0.1410104,20174.87696911765,25
kill_the_dj_guitar.mp3_5,2288.8318679991703,1754.491609704433,0.000647214,20.55831955224192,0.06769844,0.17318317,0.0012672336,0.09446496,640.2037037037037,7.432750482909213,0.0103401360544217,1754.491609704433,4032.70894809404,34.78904,3877.1204,0.97397995,5.764511,0.0889903915924922,0.08174258,186.95479,0.49777824,11.181585,4032.70894809404,0.17311783,19055.08945964114,7
kill_the_dj_guitar.mp3_6,2340.148166797584,1748.1752322744492,0.0006536273,20.555437487083637,0.06394779,0.14315102,0.0011847373,0.09282775,642.6666666666666,7.4613454270597135,0.0161904761904761,1748.1752322744492,4060.392114031056,33.71171,3492.8704,1.0054508,6.38213,0.093196715363777,0.0009112713,188.74591,0.49291274,12.694397,4060.392114031056,0.14308605,20172.70436382549,7
last_resort_guitar.mp3_1,2205.5282282487574,1575.5291133856324,2.4112172e-05,20.845220658992545,0.088503234,0.13944656,0.00050944544,0.10814996,578.2307692307693,6.713246118960405,0.0027891156462585,1575.5291133856324,3866.726618433146,46.103577,5523.0225,0.99546564,2.8115385,0.0821748621323529,0.012182844,215.53728,0.47010675,3.8042936,3866.726618433146,0.10817429,14519.24220689395,9
last_resort_guitar.mp3_2,2375.517150680792,1560.5026899301877,1.8031813e-05,20.554426312774165,0.111553274,0.15704027,0.00021452231,0.12095687,671.8425196850394,7.800076419019051,0.0010204081632653,1560.5026899301877,3995.742504958398,65.67849,8380.903,0.91562694,1.7785549,0.0990674281636996,0.040028743,224.54155,0.47534803,1.7181164,3995.742504958398,0.10565932,11563.980746476123,5
last_resort_guitar.mp3_3,2154.032877192873,1578.5622006791468,1.2348266e-05,20.852105178702203,0.0724081,0.12920226,0.00043494994,0.08461788,619.8623853211009,7.19658823774158,0.0191836734693877,1578.5622006791468,3836.110136900155,36.570072,3760.466,1.0429931,2.8054526,0.0780127557807662,0.009348683,220.27715,0.49511883,4.9238677,3836.110136900155,0.10950057,17815.683929909825,3
last_resort_guitar.mp3_4,2068.343710121102,1569.594503511278,6.1586215e-06,21.098000641647573,0.07113529,0.17470798,0.0005990136,0.080068596,640.6875,7.438367346938776,0.0066666666666666,1569.594503511278,3768.793877285701,33.51539,3746.2393,1.0520033,3.0629475,0.0703805267995356,0.7373558,211.99652,0.46174923,6.052054,3768.793877285701,0.15768722,17923.591329271865,8
last_resort_guitar.mp3_5,2330.53520480316,1619.0334752531323,1.7560971e-05,19.84129163608348,0.115681276,0.16561784,0.00020537726,0.12437345,624.954128440367,7.255703259897232,0.0035147392290249,1619.0334752531323,3978.909273413313,69.42568,8993.915,0.95612836,1.5630052,0.0977756748258514,0.07155459,228.52148,0.55982876,1.772847,3978.909273413313,0.10544527,11125.39526418063,5
last_resort_guitar.mp3_6,2302.4208240525763,1562.3561472390472,1.2381295e-05,19.632547206308782,0.13105513,0.19477814,0.00029764982,0.14264208,671.3274336283185,7.794096281580479,0.0106802721088435,1562.3561472390472,3954.942751668924,77.26231,11566.056,0.90263486,1.636038,0.0968448414522058,0.33371624,222.43597,0.55090284,1.435896,3954.942751668924,0.13829401,9774.5112240394,2
master_of_puppets_guitar.mp3_1,1662.2907730046993,1665.7065459671044,2.93182e-06,20.420943054759743,0.118655816,0.3242613,0.0025045038,0.13910721,633.5,7.354920634920635,0.0009977324263038,1665.7065459671044,3413.0460284442725,36.42011,10979.494,1.0189269,5.5674334,0.0414782072368421,0.040851466,170.19394,0.49741676,5.791714,3413.0460284442725,0.2940427,10829.641273876872,20
master_of_puppets_guitar.mp3_2,1796.6682507108592,1647.5780826747416,6.909928e-06,21.20750072640448,0.08494917,0.28030768,0.0011864346,0.101582736,642.3536585365854,7.457711409767159,0.0285260770975056,1647.5780826747416,3525.878679494001,27.206434,5559.582,1.001658,6.6603928,0.0453353267705108,0.010125642,159.5386,0.48315844,5.6472898,3525.878679494001,0.26139265,14667.592940903653,6
master_of_puppets_guitar.mp3_3,1878.542598910487,1547.7618372216934,3.4910665e-06,22.832290119335216,0.07467404,0.15910694,0.0005733469,0.081059195,634.5281690140845,7.366857653859666,0.0055555555555555,1547.7618372216934,3475.5289839517222,35.75566,4070.906,0.80072814,6.0187025,0.0695725195917182,0.8245973,197.58524,0.39715445,1.3762054,3475.5289839517222,0.12069354,17275.078058236697,8
master_of_puppets_guitar.mp3_4,1805.0325742241291,1628.2234274465256,1.0306223e-05,21.21143008428712,0.07954355,0.2479369,0.0012399523,0.09321873,627.1511627906976,7.281210778885197,0.027891156462585,1628.2234274465256,3500.64549874226,26.279707,5007.525,1.0009276,6.864928,0.0486928272542569,0.0071801506,163.54283,0.486733,5.9576464,3500.64549874226,0.24250819,15915.807491760144,6
master_of_puppets_guitar.mp3_5,1654.598148403688,1684.1093582855333,0.00030032024,20.774178173134352,0.06266845,0.17766868,0.00066301716,0.075482525,687.125,7.977505668934241,0.0185487528344671,1684.1093582855333,3395.412801736649,23.222326,3038.0579,0.80029374,3.2312732,0.0419158463138544,0.16096446,179.05974,0.4851007,4.5809717,3395.412801736649,0.17761913,20504.73314090777,6
master_of_puppets_guitar.mp3_6,1898.36624123576,1780.003474447003,0.0007091565,20.797082247893737,0.07378156,0.1778454,0.0008941581,0.08966701,664.1034482758621,7.71022597544765,0.0177551020408163,1780.003474447003,3690.627683279315,30.310516,4193.4956,0.78926075,3.149471,0.0549512928115325,0.31844658,178.52017,0.49952784,5.499955,3690.627683279315,0.17779984,17118.097222258686,6
meant_to_live_guitar.mp3_1,1763.689307442903,1580.04084228527,1.05446725e-05,19.4044063015371,0.110228784,0.18085459,0.000594102,0.12682265,611.7323943661971,7.1021992271086845,6.802721088435374e-05,1580.04084228527,3467.0123687838623,53.456158,8435.098,0.798848,2.6865766,0.0548284666457043,0.5927039,233.0241,0.43446234,1.4848824,3467.0123687838623,0.14127114,11575.922939752983,5
meant_to_live_guitar.mp3_2,2107.4064631728625,1716.044442779002,1.07893575e-05,19.32486966482981,0.11426972,0.19853087,0.0007028537,0.13134006,621.5967741935484,7.216724453222149,0.0110430839002267,1716.044442779002,3972.075981399961,58.808395,9112.438,0.94190764,2.5990062,0.0731575319272445,0.2877041,216.55286,0.5005306,3.3530588,3972.075981399961,0.18696424,11289.079316109784,2
meant_to_live_guitar.mp3_3,2194.082891919566,1734.346906196509,1.2063044e-05,19.694465307782995,0.1024204,0.17333221,0.00079576945,0.122088164,661.0,7.6741950113378685,0.0182086167800453,1734.346906196509,4105.741839807469,52.237606,7473.0996,0.98632395,5.032428,0.0774178992114938,0.35350809,211.04973,0.485982,5.3133917,4105.741839807469,0.16729893,12575.619141674972,2
meant_to_live_guitar.mp3_4,1987.071164298054,1694.1360355361808,1.4185709e-05,19.508519627201217,0.12979835,0.20031905,0.0003360192,0.14041741,634.9672131147541,7.371954945912791,0.0282312925170068,1694.1360355361808,3755.410624879064,70.62516,11375.832,0.87124735,1.8196822,0.0674088894398219,0.031028721,224.1443,0.4578423,1.1498746,3755.410624879064,0.115025036,9799.815077248795,2
meant_to_live_guitar.mp3_5,1918.3838961768868,1894.550691911502,2.7948581e-05,20.05206553938084,0.11491099,0.17700136,0.00037627658,0.12716919,554.3037974683544,6.435454519360485,0.0041950113378684,1894.550691911502,3729.510781491873,58.637745,8990.879,0.91100264,3.5686069,0.0575200603473297,0.15744738,215.61215,0.47240305,2.5055075,3729.510781491873,0.10923239,11217.377175382397,5
meant_to_live_guitar.mp3_6,2012.8084411754828,2301.4762889180706,5.482701e-05,21.084436903995197,0.10451576,0.17683108,0.00038488448,0.118440986,615.6944444444445,7.1481985386747295,0.0054875283446712,2301.4762889180706,3939.909509239551,50.798126,7488.7285,0.9839553,9.341139,0.0516829830205108,0.01828374,195.17303,0.4563471,4.2579823,3939.909509239551,0.12129543,12333.067224394525,5
nothing_else_matters_guitar.mp3_1,1036.1074542039744,1331.7141073940077,3.7170446e-06,24.05258451743024,0.046846624,0.108728625,0.00018522826,0.056508053,616.9230769230769,7.162462933891505,0.0119727891156462,1331.7141073940077,2010.237844366776,17.120203,1574.6478,0.78732544,10.386806,0.0271895559210526,0.0320965,206.4578,0.34874675,2.7178173,2010.237844366776,0.09972431,27365.89260882724,17
nothing_else_matters_guitar.mp3_2,1089.525232403607,1200.7668598134912,8.8598335e-06,21.6612881158707,0.037258383,0.08354666,0.00016204514,0.044447295,636.2105263157895,7.386389783983769,0.0110657596371882,1200.7668598134912,2090.3373600159634,15.009318,1026.4259,0.7890712,3.3066342,0.0323920943788699,0.033495013,235.02257,0.38162643,2.0206816,2090.3373600159634,0.07791587,34623.07038342548,16
nothing_else_matters_guitar.mp3_3,1537.9217803777854,1766.234644069958,1.1472443e-05,25.0925957875472,0.058684193,0.10275019,0.00022108428,0.06734891,596.3023255813954,6.923056478405315,0.0147845804988662,1766.234644069958,3054.814861285797,27.217344,2425.4617,0.86234534,22.077917,0.0472230704576238,0.013109971,205.49715,0.30273375,3.755628,3054.814861285797,0.08171508,20686.99789607273,17
nothing_else_matters_guitar.mp3_4,1472.580865600248,1447.886806127083,1.08653185e-05,21.79125955466358,0.050998252,0.09508134,0.00016970884,0.061031286,650.6805555555555,7.554386495338877,0.0051473922902494,1447.886806127083,2820.1496136077785,24.228342,1834.5463,0.80774343,4.1722937,0.0483625193498452,0.0919842,227.03716,0.37362334,2.1246321,2820.1496136077785,0.06945109,25236.153601141643,16
nothing_else_matters_guitar.mp3_5,1138.6256090972931,1307.0291708731977,4.5700476e-06,22.689052980847627,0.025385346,0.07409627,0.00016971416,0.031564847,688.506329113924,7.993542868624242,0.0057369614512471,1307.0291708731977,2356.835748536668,9.57717,538.76355,0.7310497,6.260584,0.0326441714638157,0.0077809016,202.6546,0.3914286,1.7182314,2356.835748536668,0.07046175,50816.70004950597,16
nothing_else_matters_guitar.mp3_6,1610.5339418922272,1790.2103092867665,1.1199805e-05,25.46393650914732,0.060185317,0.105922125,0.0002362729,0.06981374,652.2307692307693,7.572384440955869,0.0225850340136054,1790.2103092867665,3184.66407610536,27.716707,2554.4329,0.89922357,23.064602,0.0506323468943498,0.04257032,201.60161,0.28748226,4.1626363,3184.66407610536,0.0927549,21400.564557935453,17
No_More_Sorrow_guitar.mp3_1,2528.648937575581,1928.357376464174,7.448421e-05,19.254066213341687,0.090776205,0.1662021,0.00092476927,0.10806137,567.078947368421,6.583773720014321,0.0053968253968253,1928.357376464174,4422.68992326577,50.19969,6067.832,0.9327831,3.5100858,0.0910134330253483,0.031637695,191.10329,0.451683,4.747107,4422.68992326577,0.16584685,14188.73914583302,5
No_More_Sorrow_guitar.mp3_2,2247.7924156061945,1778.2343136545458,2.6085636e-05,20.465964301870205,0.08802828,0.1492196,0.0011538889,0.11641331,641.7920792079208,7.4511914864955875,0.0045578231292517,1778.2343136545458,4046.325532423085,42.603268,5894.025,1.0142514,7.9308157,0.080893690741099,0.94850135,194.09459,0.50284904,5.958658,4046.325532423085,0.14812863,14654.379962618568,8
No_More_Sorrow_guitar.mp3_3,2504.845283514258,1946.6396277901936,9.708208e-05,19.341575656854584,0.082651705,0.16447133,0.0010343465,0.103450105,562.3859649122807,6.529288300115368,0.0151700680272108,1946.6396277901936,4428.55655445772,43.98695,5207.69,0.97120446,5.21567,0.087459032749613,0.032809336,186.69171,0.48042488,6.6262975,4428.55655445772,0.16411757,15583.464260174474,7
No_More_Sorrow_guitar.mp3_4,2490.9151168462363,1802.1910205776703,2.8824186e-05,18.922645336521768,0.099833414,0.14956072,0.0006335567,0.11362907,656.2211538461538,7.618712715855573,0.0221315192743764,1802.1910205776703,4326.840502854102,56.167263,7015.694,0.9957644,3.845092,0.0981876148897058,0.25694782,207.59366,0.54367614,4.4056907,4326.840502854102,0.14852081,12661.090666420883,2
No_More_Sorrow_guitar.mp3_5,2397.133226436897,1799.3251278696134,5.7513193e-05,19.855695208060997,0.09433901,0.15289563,0.0013293506,0.11567884,646.8604651162791,7.510035331962242,0.0068480725623582,1799.3251278696134,4140.541629377903,53.363564,6771.126,0.94209117,4.1949086,0.0957341149864551,0.035634734,195.44499,0.49455774,2.7301357,4140.541629377903,0.15246588,13536.2863908449,5
No_More_Sorrow_guitar.mp3_6,2077.322322465845,1696.8897850613528,1.18650805e-05,22.634358652060385,0.083117306,0.14855774,0.0009647827,0.107742034,699.3733333333333,8.119708541194257,0.0043083900226757,1696.8897850613528,3778.877149646865,38.175095,5213.116,0.97144234,27.715868,0.0762353666795665,0.23342319,182.87,0.47076005,2.7956777,3778.877149646865,0.12084981,15520.232101333322,13
Oh_Love_guitar.mp3_1,1731.522044454408,1428.386710790776,1.3273983e-05,21.284046226290315,0.060663264,0.1057516,0.00041157546,0.07635287,652.3469387755102,7.573733166736082,0.0019047619047619,1428.386710790776,3269.630228993324,30.521524,2707.506,0.7891977,3.6904595,0.0601598780959752,0.022665787,234.72925,0.4061441,2.237826,3269.630228993324,0.09707559,21017.65839642833,16
Oh_Love_guitar.mp3_2,2941.709076885517,2437.780591866885,0.032417674,19.408105676479146,0.046428774,0.098923326,0.001058756,0.07159197,689.8275862068965,8.008882633513174,0.0265532879818594,2437.780591866885,5709.4321425116095,23.499575,2127.688,0.6253083,2.8617246,0.1524854724990325,0.1685309,176.87508,0.47561568,6.304835,5709.4321425116095,0.09891899,27762.949376127926,25
Oh_Love_guitar.mp3_3,2073.747292448737,1397.0817305139096,8.127921e-06,21.364585768043508,0.1332597,0.19702975,0.0003650538,0.14483896,685.9674796747968,7.964066884206257,0.0264625850340136,1397.0817305139096,3539.82859514077,68.313416,11995.7,0.887964,3.2544653,0.0803770649912925,0.038191456,216.64517,0.3749275,1.760265,3539.82859514077,0.16391331,9627.815975743011,2
Oh_Love_guitar.mp3_4,1794.5306344389444,1442.6558701594918,4.5101738e-06,21.301501007044077,0.054803427,0.1044057,0.0005305674,0.07334551,597.6962025316456,6.939239358190534,0.0019501133786848,1442.6558701594918,3358.146360415054,27.666967,2340.7007,0.8043912,3.7107902,0.0642751215412151,0.20812504,228.12141,0.39001295,2.5808904,3358.146360415054,0.09554643,23502.174965906896,16
Oh_Love_guitar.mp3_5,2126.230353487967,1822.8402983454623,0.008681055,21.35559422158757,0.045209777,0.10333489,0.0007458004,0.06492084,589.6071428571429,6.845325558794947,0.0137641723356009,1822.8402983454623,3899.9264176785023,19.458078,1846.6971,0.7401083,12.203626,0.095733737059791,0.2467107,164.93211,0.39935994,10.947452,3899.9264176785023,0.10332777,28356.69138877925,24
Oh_Love_guitar.mp3_6,1931.7224047610928,1428.1211927734594,1.0143074e-05,21.58691751430182,0.04011905,0.09374062,0.00033771904,0.055010587,646.1086956521739,7.501307305530907,0.0001587301587301,1428.1211927734594,3444.062507558533,20.064056,1289.7953,0.85564995,5.347417,0.0762077780330882,0.13525122,215.60106,0.33320698,4.31536,3444.062507558533,0.08885622,32129.36743273381,16
paradise_city_guitar.mp3_1,1986.9495651608304,1514.9293159576634,1.9029005e-05,19.84166841610256,0.038380902,0.06469458,0.00010784932,0.04716017,632.6444444444444,7.344987654320986,0.0086848072562358,1514.9293159576634,3588.044970249613,20.157705,1046.5128,0.9493739,2.3757992,0.0740324321546052,0.035487454,239.73636,0.47472018,3.4231393,3588.044970249613,0.05162561,32906.98128100736,9
paradise_city_guitar.mp3_2,2113.387803045573,1570.330876321316,6.277602e-06,20.66631841847103,0.06543316,0.097747244,0.00019699516,0.07687136,638.0625,7.407891156462585,0.0269841269841269,1570.330876321316,3809.2936323892222,35.074783,2964.6736,0.86846375,4.157724,0.0803453191515092,0.6943248,222.42488,0.4051318,1.5833838,3809.2936323892222,0.07078183,19347.986037811774,21
paradise_city_guitar.mp3_3,2489.288204479131,1800.3496732088051,1.537728e-05,21.18732489209404,0.07551624,0.11240665,9.209195e-05,0.08124763,644.0571428571428,7.477488824101068,6.802721088435374e-05,1800.3496732088051,4385.956812052535,41.22542,3836.0918,0.9801766,2.0091336,0.0971006978037925,0.48757577,195.52446,0.37371716,1.6815615,4385.956812052535,0.06945351,17002.963780702492,9
paradise_city_guitar.mp3_4,1876.008469784092,1428.5691553231188,1.4619968e-05,19.85991275328469,0.04012551,0.09233839,0.00015431254,0.042337473,673.2478632478633,7.816392425916237,0.0151927437641723,1428.5691553231188,3322.9632398292374,21.249384,1169.939,0.8052588,1.9641423,0.0686609604779411,0.08950671,227.07928,0.42232567,1.6912398,3322.9632398292374,0.07249685,32149.113860378216,3
paradise_city_guitar.mp3_5,1793.3226584539173,1063.5395671506226,7.4434997e-06,22.630632209227443,0.037925277,0.058843624,3.0182544e-05,0.04106832,640.4545454545455,7.435662749948464,0.0276190476190476,1063.5395671506226,2766.483271454141,19.402052,972.22705,0.8363694,5.1671896,0.0774541801712461,0.08024246,235.01964,0.3425845,1.7514875,2766.483271454141,0.037034348,34014.243932415055,3
paradise_city_guitar.mp3_6,2465.1315950401786,1793.4734419731285,4.9902468e-05,21.15011624873761,0.07653369,0.11180623,0.0001133935,0.083152145,625.7171052631579,7.264561403508772,0.0190929705215419,1793.4734419731285,4344.873727142995,43.15833,3952.849,0.9730727,1.9220788,0.097394724748452,0.031388253,201.5161,0.38579774,1.5901706,4344.873727142995,0.066376604,16842.254344672147,3
Points_Of_Authority_guitar.mp3_1,1718.5511703886814,1639.8784269929013,1.7502512e-05,19.732022841645545,0.07982509,0.17748238,0.00090630597,0.094308876,362.38461538461536,4.207277167277168,0.0015873015873015,1639.8784269929013,3435.195894507063,32.811035,4817.882,0.9151442,12.079575,0.0507147349071207,0.14980991,203.22392,0.56931055,5.9025645,3435.195894507063,0.17432937,16147.803977676564,14
Points_Of_Authority_guitar.mp3_2,1888.5432543719355,1654.8079742844752,2.3113467e-05,19.302748792745287,0.0701921,0.19702157,0.0010236797,0.08308314,430.6,4.999256235827664,0.009750566893424,1654.8079742844752,3554.411840291215,29.327469,3941.4868,0.9913506,23.785707,0.063712010811726,0.20591752,193.56253,0.5838319,9.034449,3554.411840291215,0.19471115,18378.13498212774,14
Points_Of_Authority_guitar.mp3_3,2387.631941721841,2506.3161238874577,0.000591849,21.523041876130502,0.020901216,0.11517467,0.000862866,0.03420084,606.4307692307692,7.040647479504623,0.02,2506.3161238874577,4466.022994569949,6.6126723,862.1117,0.86055887,138.19048,0.052241936556695,6.91759e-05,107.23031,0.43948174,21.901533,4466.022994569949,0.11517309,61718.86904679154,19
Points_Of_Authority_guitar.mp3_4,2097.75995560428,2072.07447483142,0.00033364422,18.923871567915988,0.07187872,0.22786133,0.0029531321,0.11191526,585.7391304347826,6.800418022281377,0.0140362811791383,2072.07447483142,4062.89209891399,25.951674,5373.034,0.9613255,12.9515,0.0561187082768962,0.72702336,160.48189,0.6158533,15.695808,4062.89209891399,0.22772689,15818.310897683406,11
Points_Of_Authority_guitar.mp3_5,1681.2323591982197,1668.3723536558166,1.0721008e-05,19.678550486251837,0.075274006,0.14522357,0.0003444137,0.08699633,632.7142857142857,7.345798509880143,0.0142857142857142,1668.3723536558166,3439.645867598684,32.47395,3978.5425,0.85067797,11.4258375,0.0463984344765866,0.15386103,214.9506,0.5796309,1.3567355,3439.645867598684,0.10657957,17137.388441001367,13
Points_Of_Authority_guitar.mp3_6,1755.9228274856805,1683.6027524380356,1.6572634e-05,19.73883044287387,0.073972225,0.15570731,0.0004499981,0.082721815,614.2,7.130848072562358,0.0098412698412698,1683.6027524380356,3534.8952916384483,32.546623,3920.3286,0.8332266,14.433532,0.0489116467927631,0.06655362,207.47455,0.56522024,1.2347219,3534.8952916384483,0.12397465,17438.976139623916,13
Psycho_guitar.mp3_1,2584.669245126035,2742.9935251699626,0.009535471,18.23708909244848,0.05931597,0.21824785,0.005110217,0.1338551,557.7272727272727,6.475200989486702,0.0265306122448979,2742.9935251699626,4923.853559464493,27.410233,5710.595,0.5044019,3.8159454,0.0717535343701625,0.015322336,117.56263,0.4889524,2.2510433,4923.853559464493,0.21822274,21747.93388379924,10
Psycho_guitar.mp3_2,1319.5300099681815,1438.8602880734068,1.8267958e-05,20.255865099454013,0.10920354,0.2181762,0.0023605402,0.14388525,595.56,6.914438095238095,0.0065759637188208,1438.8602880734068,2570.9344539110875,41.10405,9458.622,0.9573882,13.973417,0.0335213392511609,0.06255816,214.06168,0.43787518,7.8789945,2570.9344539110875,0.20891322,11812.803087551303,20
Psycho_guitar.mp3_3,1660.1096712237502,1397.0035809982544,1.0072183e-05,19.4358558390926,0.08286883,0.13770144,0.00021259912,0.091460444,636.5397727272727,7.390212327355184,6.802721088435374e-05,1397.0035809982544,3148.0809639851004,42.26075,4689.1475,0.8020063,1.6894017,0.0552986074158281,0.4081756,251.19849,0.4736496,1.0251018,3148.0809639851004,0.08836821,15566.768516373211,5
Psycho_guitar.mp3_4,1688.752832621305,1489.5552261798437,1.5958773e-05,19.541377623963232,0.15794034,0.254262,0.00070189784,0.1754504,648.8709677419355,7.533377221856483,0.0003401360544217,1489.5552261798437,3330.0465303308824,75.65929,16977.504,0.8020201,1.8261861,0.0510261464783281,0.01714864,239.03091,0.47557706,1.3658521,3330.0465303308824,0.17671284,7490.169172422291,18
Psycho_guitar.mp3_5,1780.6464851432615,1536.29072562704,1.3451321e-05,19.55684670754446,0.16531982,0.275672,0.0009922609,0.18239331,666.3510638297872,7.736320741062382,0.0098639455782312,1536.29072562704,3493.545541674729,79.19686,18747.615,0.84041566,2.8529692,0.0543269579624613,0.05449017,233.4518,0.47529557,1.7813548,3493.545541674729,0.2134865,7797.007767323879,18
Psycho_guitar.mp3_6,1943.251299313568,1914.553227498106,8.055363e-05,20.74520318479804,0.06884081,0.1929822,0.0019357376,0.10578428,683.3405405405406,7.933568180425322,0.0155555555555555,1914.553227498106,3655.1612310734326,30.991037,4415.902,0.8401233,10.263827,0.0571493142898606,0.006970869,177.8527,0.3191322,0.76630133,3655.1612310734326,0.19186594,14032.372761848976,6
